,prediction
3300015204_17,facultative
3300025667_25,facultative
3300025390_4,facultative
3300029376_19,facultative
3300027835_70,facultative
3300012817_5,facultative
3300028115_41,facultative
3300014655_17,facultative
3300028188_21,facultative
3300029875_19,facultative
3300009704_40,facultative
3300014576_1,facultative
3300019374_11,facultative
3300025903_5,facultative
3300009704_8,facultative
3300014656_21,facultative
3300028032_16,facultative
3300007135_1,facultative
3300029905_10,facultative
3300005291_1,facultative
3300014664_2,facultative
3300007295_22,facultative
3300011980_6,facultative
3300029790_35,facultative
3300000188_3,facultative
3300021120_6,facultative
3300011613_1,facultative
3300022918_9,facultative
3300027966_5,facultative
3300007316_13,facultative
3300011006_13,facultative
3300013125_126,facultative
3300025250_14,facultative
3300025460_6,facultative
3300026262_11,facultative
3300011530_3,facultative
3300029036_6,facultative
3300029292_18,facultative
3300008581_3,facultative
3300015204_11,facultative
3300023101_11,facultative
3300027815_35,facultative
3300029613_27,facultative
3300005275_7,facultative
3300009702_190,facultative
3300026233_1,facultative
3300007135_18,facultative
3300013391_5,facultative
3300027510_43,facultative
3300008282_6,facultative
3300029665_5,facultative
3300012104_2,facultative
3300026484_11,facultative
3300027790_17,facultative
3300029605_8,facultative
3300027823_61,facultative
3300020726_7,facultative
3300026531_27,facultative
3300007220_11,facultative
3300027509_33,facultative
3300002167_28,facultative
3300007079_6,facultative
3300011450_2,facultative
3300025867_34,facultative
3300029559_27,facultative
3300022752_37,facultative
3300012878_7,facultative
3300007354_10,facultative
3300027359_4,facultative
3300027284_27,facultative
3300025762_13,facultative
3300020599_11,facultative
3300029523_26,facultative
3300002039_25,facultative
3300024953_28,facultative
3300025517_20,facultative
3300029554_20,facultative
3300025816_9,facultative
3300025629_37,facultative
3300029755_18,facultative
3300005672_1,facultative
3300026290_44,facultative
3300020434_3,facultative
3300029709_22,facultative
3300014160_13,facultative
3300027778_7,facultative
3300006340_26,facultative
3300009343_10,facultative
3300029579_19,facultative
3300025869_25,facultative
3300017450_2,facultative
3300027296_7,facultative
3300014203_58,facultative
3300007295_17,facultative
3300017565_15,facultative
3300013296_43,facultative
3300007126_2,facultative
3300011472_3,facultative
3300010274_32,facultative
3300024423_15,facultative
3300029439_29,facultative
3300000865_15,facultative
3300007297_26,facultative
3300017989_88,facultative
3300027215_2,facultative
3300025294_20,facultative
3300018024_26,facultative
3300029208_10,facultative
3300028277_22,facultative
3300008383_8,facultative
3300025295_12,facultative
3300029397_5,facultative
3300027746_62,facultative
3300020338_19,facultative
3300017560_12,facultative
3300020403_24,facultative
3300029435_18,facultative
3300025593_3,facultative
3300013006_40,aerobe
3300029550_13,facultative
3300011978_2,facultative
3300029420_19,facultative
3300025921_35,facultative
3300029467_16,facultative
3300020310_8,facultative
3300029770_29,facultative
3300014600_3,facultative
3300002170_22,facultative
3300027149_15,facultative
3300008058_18,facultative
3300008436_8,facultative
3300000261_3,facultative
3300000381_2,facultative
3300013125_115,facultative
3300013883_6,facultative
3300026290_59,facultative
3300028028_28,facultative
3300000968_3,facultative
3300020430_24,facultative
3300008705_19,anaerobe
3300026289_12,facultative
3300028627_9,facultative
3300025856_28,facultative
3300007357_12,facultative
3300000418_9,facultative
3300029559_16,facultative
3300028634_27,facultative
3300028644_17,facultative
3300025549_2,facultative
3300011953_4,facultative
3300006253_43,facultative
3300000477_33,facultative
3300012191_1,facultative
3300013655_2,facultative
3300010273_17,anaerobe
3300009824_13,facultative
3300029530_9,facultative
3300027419_57,facultative
3300027863_225,facultative
3300027640_35,facultative
3300014806_8,facultative
3300029435_23,facultative
3300029730_28,facultative
3300029874_22,facultative
3300001095_13,facultative
3300027276_12,facultative
3300014507_4,facultative
3300027844_15,facultative
3300022143_5,facultative
3300005253_14,facultative
3300002168_42,facultative
3300013938_1,facultative
3300027878_23,facultative
3300014522_3,facultative
3300029563_25,facultative
3300027848_66,facultative
3300027688_45,facultative
3300020186_48,facultative
3300027323_70,facultative
3300008717_15,facultative
3300025877_12,facultative
3300024252_18,facultative
3300017518_75,facultative
3300008126_25,facultative
3300020291_9,facultative
3300020433_19,facultative
3300013418_1,facultative
3300007127_2,facultative
3300029205_3,facultative
3300010268_12,facultative
3300027858_55,facultative
3300011617_4,facultative
3300027700_11,facultative
3300029820_10,facultative
3300029493_19,facultative
3300020364_34,facultative
3300025649_23,facultative
3300028198_13,facultative
3300027706_51,facultative
3300029904_16,facultative
3300028091_2,facultative
3300014208_22,facultative
3300025229_10,facultative
3300020137_11,facultative
3300029592_8,facultative
3300008737_2,facultative
3300025057_4,facultative
3300025832_31,facultative
3300029861_15,facultative
3300027806_33,facultative
3300028103_4,facultative
3300008346_14,facultative
3300029510_16,facultative
3300008620_16,facultative
3300025408_2,facultative
3300025775_2,facultative
3300007272_4,facultative
3300000226_14,facultative
3300025602_11,anaerobe
3300011757_3,facultative
3300027284_23,facultative
3300027806_30,facultative
3300007125_11,facultative
3300029592_17,facultative
3300017485_4,facultative
3300027021_4,facultative
3300020412_3,facultative
3300013137_52,anaerobe
3300025589_29,facultative
3300005985_21,facultative
3300008505_13,facultative
3300029474_17,facultative
3300026265_17,facultative
3300021347_6,facultative
3300011828_3,facultative
3300029485_14,facultative
3300029199_3,facultative
3300029595_16,facultative
3300007796_10,facultative
3300010167_159,facultative
3300025685_20,facultative
3300020335_14,facultative
3300026280_33,facultative
3300012082_6,facultative
3300007124_28,facultative
3300010274_26,facultative
3300029458_10,facultative
3300021256_97,facultative
3300013097_2,facultative
3300012138_5,facultative
3300012533_65,facultative
3300025638_13,facultative
3300008060_6,facultative
3300010341_15,facultative
3300029669_7,facultative
3300021469_12,facultative
3300029457_14,facultative
3300022847_10,facultative
3300029476_16,facultative
3300029745_13,facultative
3300027911_29,facultative
3300020423_24,facultative
3300005279_14,facultative
3300007650_12,facultative
3300021438_9,facultative
3300010279_17,facultative
3300014914_20,facultative
3300008147_5,facultative
3300029728_19,facultative
3300007083_4,facultative
3300011570_1,facultative
3300020364_26,facultative
3300012622_2,facultative
3300001580_57,facultative
3300014794_16,facultative
3300025105_15,facultative
3300017423_15,facultative
3300009702_49,facultative
3300029876_21,facultative
3300027162_6,facultative
3300027492_6,facultative
3300004085_10,facultative
3300011619_1,facultative
3300014203_63,facultative
3300029731_6,facultative
3300025446_18,facultative
3300013132_130,facultative
3300020193_74,facultative
3300029823_13,anaerobe
3300025526_15,facultative
3300025613_11,facultative
3300013315_11,facultative
3300027315_6,facultative
3300006083_25,facultative
3300029888_3,facultative
3300008301_6,facultative
3300029468_11,facultative
3300025534_14,facultative
3300005288_8,facultative
3300022743_11,facultative
3300029790_24,facultative
3300028955_3,facultative
3300002167_18,facultative
3300018719_7,facultative
3300025461_7,facultative
3300029437_17,facultative
3300010428_27,facultative
3300011977_30,facultative
3300029606_10,facultative
3300029012_4,facultative
3300027622_15,facultative
3300007736_9,facultative
3300017960_20,facultative
3300027893_76,anaerobe
3300029117_16,facultative
3300025690_18,facultative
3300025367_2,facultative
3300010044_13,facultative
3300017509_57,facultative
3300029054_14,facultative
3300028590_18,facultative
3300029859_9,facultative
3300017653_16,facultative
3300025620_36,facultative
3300025838_51,facultative
3300029821_27,facultative
3300025253_11,facultative
3300010281_35,facultative
3300029351_3,facultative
3300021311_18,facultative
3300015198_21,facultative
3300029116_24,facultative
3300011811_3,facultative
3300027622_17,facultative
3300009773_6,facultative
3300029469_16,facultative
3300025321_7,facultative
3300027503_7,facultative
3300022470_42,anaerobe
3300013833_9,facultative
3300014963_36,facultative
3300009702_168,facultative
3300025703_28,facultative
3300027819_23,facultative
3300029459_7,facultative
3300025349_10,facultative
3300008746_14,facultative
3300026534_28,facultative
3300011540_2,facultative
3300012624_3,facultative
3300025361_9,facultative
3300008672_15,facultative
3300025874_43,facultative
3300024278_10,facultative
3300022923_45,facultative
3300002168_60,facultative
3300029778_25,facultative
3300027983_11,facultative
3300009084_129,facultative
3300028044_44,facultative
3300026280_13,facultative
3300025528_22,facultative
3300022227_51,facultative
3300014603_4,anaerobe
3300012858_5,facultative
3300021440_6,facultative
3300010373_83,facultative
3300025784_33,facultative
3300026108_8,facultative
3300013877_5,anaerobe
3300014799_16,facultative
3300017968_43,facultative
3300008436_22,facultative
3300024339_19,facultative
3300008537_15,facultative
3300025748_62,facultative
3300029419_10,facultative
3300008635_18,facultative
3300029235_10,facultative
3300025649_27,anaerobe
3300002039_12,facultative
3300026253_24,facultative
3300015196_18,facultative
3300017522_58,facultative
3300027863_66,facultative
3300007352_50,facultative
3300014159_13,facultative
3300025500_11,facultative
3300025704_24,facultative
3300025438_16,facultative
3300021387_49,facultative
3300008626_12,facultative
3300020334_7,facultative
3300020394_7,facultative
3300011987_14,facultative
3300026549_74,facultative
3300008645_7,facultative
3300025857_15,facultative
3300029031_5,facultative
2035918000_1,facultative
3300025592_45,facultative
3300008599_20,facultative
3300029256_17,facultative
3300010049_96,facultative
3300025724_8,facultative
3300025941_24,facultative
3300008486_13,facultative
3300025860_37,facultative
3300027848_41,facultative
3300029604_13,facultative
3300008283_28,facultative
3300026232_1,facultative
3300025849_29,facultative
3300025500_8,facultative
3300007714_2,facultative
3300017989_70,facultative
3300024939_2,facultative
3300007991_13,facultative
3300025666_18,facultative
3300007083_5,facultative
3300029235_13,facultative
3300029211_3,facultative
3300025231_10,facultative
3300027284_13,facultative
3300027082_8,facultative
3300008556_1,facultative
3300025572_21,facultative
3300017505_13,facultative
3300011603_1,facultative
3300029734_19,facultative
3300011205_4,facultative
3300011630_1,facultative
3300029885_23,facultative
3300009773_52,facultative
3300007140_8,facultative
3300018013_17,facultative
3300022660_162,facultative
3300021139_20,aerobe
3300029566_13,facultative
3300028176_8,facultative
3300025682_30,facultative
3300024302_23,facultative
3300014510_3,facultative
3300027793_46,facultative
3300008268_14,facultative
3300029048_15,facultative
3300029203_9,facultative
3300013936_3,facultative
3300025235_9,facultative
3300025231_11,facultative
3300008363_11,facultative
3300010312_19,facultative
3300005287_15,facultative
3300006464_8,facultative
3300008634_32,facultative
3300007126_18,facultative
3300009784_36,facultative
3300013137_203,facultative
3300017526_32,facultative
3300029754_18,facultative
3300012153_6,facultative
3300007717_17,facultative
3300027494_6,facultative
3300029121_10,facultative
3300024302_16,facultative
3300028581_37,facultative
3300005298_41,facultative
3300026091_6,facultative
3300009084_78,facultative
3300021093_43,facultative
3300029494_33,facultative
3300007040_5,facultative
3300025079_6,facultative
3300029718_17,facultative
3300002053_69,facultative
3300025094_20,facultative
3300007921_4,facultative
3300027170_4,facultative
3300029551_17,facultative
3300029127_29,facultative
3300017513_47,facultative
3300007355_2,facultative
3300021285_5,facultative
3300012521_43,facultative
3300020596_52,facultative
3300027781_1,facultative
3300025859_33,facultative
3300007111_11,facultative
3300013138_104,anaerobe
3300012921_28,facultative
3300025260_6,facultative
3300029359_21,facultative
3300028625_42,facultative
